PERC_OPENED,CAMPAIGN_ID,CAMPAIGN_NAME,CLIENT,CLIENT_NAME,CREATED_BY,FROM_EMAIL,FROM_NAME,JOB_ID,LAST_BOUNCED_COUNT,LAST_CLICK_COUNT,LAST_MODIFIED_BY,LAST_OPEN_COUNT,LAST_SYNCED,LAST_UNSUBSCRIBE_COUNT,NUM_BOUNCED,NUM_CLICKS,NUM_FORWARDS,NUM_LIKES,NUM_MENTIONS,NUM_OPENS,NUM_RECIPIENTS,NUM_SPAM_COMPLAINTS,NUM_UNIQUE_OPENS,NUM_UNSUBSCRIBED,OWNER,REPLY_TO,SALESFORCE_CAMPAIGN,SENT_DATE,SUBJECT,TAGS,TOTAL_RECIPIENTS,WEB_VERSION_TEXT_URL,WEB_VERSION_URL,WORLD_VIEW_EMAIL_TRACKING
29.9,CM100156,Campaign 567,Client_567,Client Name 567,user567@midwest.org,user567@midwestfood.org,Team 567,,4,785,user567@midwist.org,,,7,13,170,,5,8,1017,1240,4,766,9,,,,2020-01-18T04:10:27.000Z,Sample Subject 567,,92,http://createsend.com/texturl/567,http://createsend.com/url/567,https://midwestfoodbank.org/email_tracking/567
46.79,CM100164,Campaign 647,Client_647,Client Name 647,user647@midwest.org,user647@midwestfood.org,Team 647,,4,165,user647@midwist.org,,,6,20,448,,18,5,1218,1413,4,672,8,,,,2020-01-02T16:37:55.000Z,Sample Subject 647,,98,http://createsend.com/texturl/647,http://createsend.com/url/647,https://midwestfoodbank.org/email_tracking/647
49.56,CM100166,Campaign 663,Client_663,Client Name 663,user663@midwest.org,user663@midwestfood.org,Team 663,,1,59,user663@midwist.org,,,10,8,393,,15,8,1053,1461,4,733,7,,,,2020-03-12T23:39:54.000Z,Sample Subject 663,,37,http://createsend.com/texturl/663,http://createsend.com/url/663,https://midwestfoodbank.org/email_tracking/663
22.94,CM100167,Campaign 679,Client_679,Client Name 679,user679@midwest.org,user679@midwestfood.org,Team 679,,2,94,user679@midwist.org,,,0,16,248,,11,1,1443,1485,5,226,5,,,,2020-04-02T02:39:04.000Z,Sample Subject 679,,36,http://createsend.com/texturl/679,http://createsend.com/url/679,https://midwestfoodbank.org/email_tracking/679
34.41,CM100171,Campaign 711,Client_711,Client Name 711,user711@midwest.org,user711@midwestfood.org,Team 711,,1,206,user711@midwist.org,,,9,1,671,,4,2,1091,1459,2,774,2,,,,2020-03-11T06:28:05.000Z,Sample Subject 711,,5,http://createsend.com/texturl/711,http://createsend.com/url/711,https://midwestfoodbank.org/email_tracking/711
13.32,CM100172,Campaign 727,Client_727,Client Name 727,user727@midwest.org,user727@midwestfood.org,Team 727,,1,420,user727@midwist.org,,,8,15,177,,2,1,1150,1035,2,499,7,,,,2020-04-11T07:12:01.000Z,Sample Subject 727,,21,http://createsend.com/texturl/727,http://createsend.com/url/727,https://midwestfoodbank.org/email_tracking/727
31.9,CM100177,Campaign 775,Client_775,Client Name 775,user775@midwest.org,user775@midwestfood.org,Team 775,,3,244,user775@midwist.org,,,3,15,286,,7,1,898,1248,4,692,8,,,,2020-02-21T21:22:54.000Z,Sample Subject 775,,50,http://createsend.com/texturl/775,http://createsend.com/url/775,https://midwestfoodbank.org/email_tracking/775
44.71,CM100179,Campaign 791,Client_791,Client Name 791,user791@midwest.org,user791@midwestfood.org,Team 791,,5,59,user791@midwist.org,,,4,6,302,,6,10,961,1011,1,770,7,,,,2020-03-20T00:09:47.000Z,Sample Subject 791,,37,http://createsend.com/texturl/791,http://createsend.com/url/791,https://midwestfoodbank.org/email_tracking/791
29.04,CM100180,Campaign 807,Client_807,Client Name 807,user807@midwest.org,user807@midwestfood.org,Team 807,,1,69,user807@midwist.org,,,3,4,412,,5,4,924,1243,5,577,1,,,,2020-01-16T08:31:10.000Z,Sample Subject 807,,12,http://createsend.com/texturl/807,http://createsend.com/url/807,https://midwestfoodbank.org/email_tracking/807
21.83,CM100182,Campaign 823,Client_823,Client Name 823,user823@midwest.org,user823@midwestfood.org,Team 823,,2,308,user823@midwist.org,,,1,13,481,,5,6,958,1492,1,286,5,,,,2020-02-23T02:45:00.000Z,Sample Subject 823,,49,http://createsend.com/texturl/823,http://createsend.com/url/823,https://midwestfoodbank.org/email_tracking/823
13.69,CM100189,Campaign 893,Client_893,Client Name 893,user893@midwest.org,user893@midwestfood.org,Team 893,,3,554,user893@midwist.org,,,2,5,128,,10,1,1433,1077,3,276,7,,,,2020-02-24T02:00:34.000Z,Sample Subject 893,,25,http://createsend.com/texturl/893,http://createsend.com/url/893,https://midwestfoodbank.org/email_tracking/893
35.23,CM100195,Campaign 957,Client_957,Client Name 957,user957@midwest.org,user957@midwestfood.org,Team 957,,2,474,user957@midwist.org,,,7,2,551,,10,4,777,1278,5,497,4,,,,2020-01-19T21:01:46.000Z,Sample Subject 957,,50,http://createsend.com/texturl/957,http://createsend.com/url/957,https://midwestfoodbank.org/email_tracking/957
32.13,CM100189,Campaign 894,Client_894,Client Name 894,user894@midwest.org,user894@midwestfood.org,Team 894,,1,255,user894@midwist.org,,,10,6,269,,20,5,800,1091,4,994,0,,,,2020-02-27T01:17:23.000Z,Sample Subject 894,,41,http://createsend.com/texturl/894,http://createsend.com/url/894,https://midwestfoodbank.org/email_tracking/894
45.21,CM100191,Campaign 910,Client_910,Client Name 910,user910@midwest.org,user910@midwestfood.org,Team 910,,4,577,user910@midwist.org,,,1,17,384,,13,1,999,1205,5,897,5,,,,2020-02-12T21:36:47.000Z,Sample Subject 910,,39,http://createsend.com/texturl/910,http://createsend.com/url/910,https://midwestfoodbank.org/email_tracking/910
20.74,CM100194,Campaign 942,Client_942,Client Name 942,user942@midwest.org,user942@midwestfood.org,Team 942,,4,396,user942@midwist.org,,,5,4,351,,13,1,1448,1364,3,297,0,,,,2020-01-30T12:12:36.000Z,Sample Subject 942,,27,http://createsend.com/texturl/942,http://createsend.com/url/942,https://midwestfoodbank.org/email_tracking/942
35.17,CM100195,Campaign 958,Client_958,Client Name 958,user958@midwest.org,user958@midwestfood.org,Team 958,,5,738,user958@midwist.org,,,10,8,355,,6,4,777,1455,5,757,6,,,,2020-03-12T05:54:40.000Z,Sample Subject 958,,22,http://createsend.com/texturl/958,http://createsend.com/url/958,https://midwestfoodbank.org/email_tracking/958
17.28,CM100197,Campaign 974,Client_974,Client Name 974,user974@midwest.org,user974@midwestfood.org,Team 974,,1,325,user974@midwist.org,,,5,20,562,,10,6,1440,1114,0,819,8,,,,2020-02-28T08:14:51.000Z,Sample Subject 974,,57,http://createsend.com/texturl/974,http://createsend.com/url/974,https://midwestfoodbank.org/email_tracking/974
23.99,CM100199,Campaign 990,Client_990,Client Name 990,user990@midwest.org,user990@midwestfood.org,Team 990,,5,73,user990@midwist.org,,,2,1,492,,6,9,891,1130,0,211,6,,,,2020-02-02T19:22:41.000Z,Sample Subject 990,,72,http://createsend.com/texturl/990,http://createsend.com/url/990,https://midwestfoodbank.org/email_tracking/990
16.19,CM100110,Campaign 10,Client_10,Client Name 10,user10@midwest.org,user10@midwestfood.org,Team 10,,1,317,user10@midwist.org,,,3,3,285,,11,9,1155,1253,4,852,6,,,,2020-03-04T09:00:13.000Z,Sample Subject 10,,45,http://createsend.com/texturl/10,http://createsend.com/url/10,https://midwestfoodbank.org/email_tracking/10
35.57,CM100126,Campaign 26,Client_26,Client Name 26,user26@midwest.org,user26@midwestfood.org,Team 26,,3,599,user26@midwist.org,,,7,3,252,,1,5,1074,1193,2,809,6,,,,2020-04-09T19:03:47.000Z,Sample Subject 26,,42,http://createsend.com/texturl/26,http://createsend.com/url/26,https://midwestfoodbank.org/email_tracking/26
32.68,CM100158,Campaign 58,Client_58,Client Name 58,user58@midwest.org,user58@midwestfood.org,Team 58,,3,772,user58@midwist.org,,,2,20,238,,6,4,1117,1046,1,712,9,,,,2020-01-24T00:07:07.000Z,Sample Subject 58,,69,http://createsend.com/texturl/58,http://createsend.com/url/58,https://midwestfoodbank.org/email_tracking/58
27.24,CM100190,Campaign 90,Client_90,Client Name 90,user90@midwest.org,user90@midwestfood.org,Team 90,,4,110,user90@midwist.org,,,1,13,373,,5,10,988,1234,5,880,3,,,,2020-01-09T07:41:56.000Z,Sample Subject 90,,4,http://createsend.com/texturl/90,http://createsend.com/url/90,https://midwestfoodbank.org/email_tracking/90
32.01,CM100110,Campaign 106,Client_106,Client Name 106,user106@midwest.org,user106@midwestfood.org,Team 106,,4,78,user106@midwist.org,,,6,8,429,,2,8,1097,1494,1,706,5,,,,2020-03-06T05:43:43.000Z,Sample Subject 106,,90,http://createsend.com/texturl/106,http://createsend.com/url/106,https://midwestfoodbank.org/email_tracking/106
22.4,CM100113,Campaign 138,Client_138,Client Name 138,user138@midwest.org,user138@midwestfood.org,Team 138,,2,639,user138@midwist.org,,,2,14,529,,2,9,638,1475,4,417,9,,,,2020-03-20T04:04:42.000Z,Sample Subject 138,,62,http://createsend.com/texturl/138,http://createsend.com/url/138,https://midwestfoodbank.org/email_tracking/138
38.95,CM100115,Campaign 154,Client_154,Client Name 154,user154@midwest.org,user154@midwestfood.org,Team 154,,4,280,user154@midwist.org,,,1,18,611,,3,3,906,1161,5,761,3,,,,2020-04-18T14:06:52.000Z,Sample Subject 154,,2,http://createsend.com/texturl/154,http://createsend.com/url/154,https://midwestfoodbank.org/email_tracking/154
49.4,CM100191,Campaign 912,Client_912,Client Name 912,user912@midwest.org,user912@midwestfood.org,Team 912,,4,400,user912@midwist.org,,,0,5,438,,10,5,1035,1492,0,506,7,,,,2020-03-29T00:20:34.000Z,Sample Subject 912,,88,http://createsend.com/texturl/912,http://createsend.com/url/912,https://midwestfoodbank.org/email_tracking/912
27.2,CM100192,Campaign 928,Client_928,Client Name 928,user928@midwest.org,user928@midwestfood.org,Team 928,,2,549,user928@midwist.org,,,3,18,499,,15,8,1011,1051,0,914,9,,,,2020-04-09T13:46:40.000Z,Sample Subject 928,,42,http://createsend.com/texturl/928,http://createsend.com/url/928,https://midwestfoodbank.org/email_tracking/928
29.97,CM100196,Campaign 960,Client_960,Client Name 960,user960@midwest.org,user960@midwestfood.org,Team 960,,4,597,user960@midwist.org,,,0,6,263,,15,5,749,1043,5,263,3,,,,2020-04-11T08:43:39.000Z,Sample Subject 960,,63,http://createsend.com/texturl/960,http://createsend.com/url/960,https://midwestfoodbank.org/email_tracking/960
38.31,CM100197,Campaign 976,Client_976,Client Name 976,user976@midwest.org,user976@midwestfood.org,Team 976,,4,77,user976@midwist.org,,,8,6,183,,15,4,769,1213,0,770,2,,,,2020-01-01T13:52:05.000Z,Sample Subject 976,,36,http://createsend.com/texturl/976,http://createsend.com/url/976,https://midwestfoodbank.org/email_tracking/976
35.32,CM100105,Campaign 5,Client_5,Client Name 5,user5@midwest.org,user5@midwestfood.org,Team 5,,3,736,user5@midwist.org,,,5,18,355,,13,1,1011,1037,3,535,9,,,,2020-02-11T04:08:29.000Z,Sample Subject 5,,42,http://createsend.com/texturl/5,http://createsend.com/url/5,https://midwestfoodbank.org/email_tracking/5
41.78,CM100165,Campaign 653,Client_653,Client Name 653,user653@midwest.org,user653@midwestfood.org,Team 653,,3,296,user653@midwist.org,,,5,10,142,,8,3,959,1027,4,537,1,,,,2020-02-03T19:01:28.000Z,Sample Subject 653,,50,http://createsend.com/texturl/653,http://createsend.com/url/653,https://midwestfoodbank.org/email_tracking/653
36.16,CM100169,Campaign 695,Client_695,Client Name 695,user695@midwest.org,user695@midwestfood.org,Team 695,,5,552,user695@midwist.org,,,5,10,567,,11,10,1194,1002,2,318,2,,,,2020-02-27T03:15:40.000Z,Sample Subject 695,,60,http://createsend.com/texturl/695,http://createsend.com/url/695,https://midwestfoodbank.org/email_tracking/695
15.45,CM100174,Campaign 743,Client_743,Client Name 743,user743@midwest.org,user743@midwestfood.org,Team 743,,5,285,user743@midwist.org,,,2,14,147,,13,9,762,1187,4,898,3,,,,2020-04-04T04:08:50.000Z,Sample Subject 743,,97,http://createsend.com/texturl/743,http://createsend.com/url/743,https://midwestfoodbank.org/email_tracking/743
31.53,CM100197,Campaign 973,Client_973,Client Name 973,user973@midwest.org,user973@midwestfood.org,Team 973,,2,403,user973@midwist.org,,,2,7,293,,3,1,1065,1126,0,528,7,,,,2020-03-14T03:18:56.000Z,Sample Subject 973,,3,http://createsend.com/texturl/973,http://createsend.com/url/973,https://midwestfoodbank.org/email_tracking/973
19.37,CM100189,Campaign 896,Client_896,Client Name 896,user896@midwest.org,user896@midwestfood.org,Team 896,,5,383,user896@midwist.org,,,5,2,377,,3,8,1252,1314,3,454,5,,,,2020-04-11T02:14:45.000Z,Sample Subject 896,,25,http://createsend.com/texturl/896,http://createsend.com/url/896,https://midwestfoodbank.org/email_tracking/896
15.26,CM100186,Campaign 864,Client_864,Client Name 864,user864@midwest.org,user864@midwestfood.org,Team 864,,5,710,user864@midwist.org,,,6,14,346,,2,4,649,1478,0,444,6,,,,2020-01-11T09:34:23.000Z,Sample Subject 864,,18,http://createsend.com/texturl/864,http://createsend.com/url/864,https://midwestfoodbank.org/email_tracking/864
34.82,CM100130,Campaign 302,Client_302,Client Name 302,user302@midwest.org,user302@midwestfood.org,Team 302,,4,714,user302@midwist.org,,,1,16,576,,16,9,632,1444,0,766,9,,,,2020-04-11T00:32:41.000Z,Sample Subject 302,,76,http://createsend.com/texturl/302,http://createsend.com/url/302,https://midwestfoodbank.org/email_tracking/302
49.87,CM100143,Campaign 430,Client_430,Client Name 430,user430@midwest.org,user430@midwestfood.org,Team 430,,3,356,user430@midwist.org,,,7,20,393,,18,4,819,1244,3,862,8,,,,2020-01-18T09:05:12.000Z,Sample Subject 430,,26,http://createsend.com/texturl/430,http://createsend.com/url/430,https://midwestfoodbank.org/email_tracking/430
14.86,CM100152,Campaign 526,Client_526,Client Name 526,user526@midwest.org,user526@midwestfood.org,Team 526,,2,206,user526@midwist.org,,,4,19,531,,16,7,1269,1347,4,725,1,,,,2020-04-15T23:03:04.000Z,Sample Subject 526,,26,http://createsend.com/texturl/526,http://createsend.com/url/526,https://midwestfoodbank.org/email_tracking/526
15.5,CM100178,Campaign 782,Client_782,Client Name 782,user782@midwest.org,user782@midwestfood.org,Team 782,,3,619,user782@midwist.org,,,6,4,140,,18,5,628,1476,1,541,9,,,,2020-03-10T21:38:25.000Z,Sample Subject 782,,93,http://createsend.com/texturl/782,http://createsend.com/url/782,https://midwestfoodbank.org/email_tracking/782
10.15,CM100155,Campaign 551,Client_551,Client Name 551,user551@midwest.org,user551@midwestfood.org,Team 551,,1,717,user551@midwist.org,,,4,14,656,,9,4,1328,1405,2,749,8,,,,2020-04-13T10:47:02.000Z,Sample Subject 551,,96,http://createsend.com/texturl/551,http://createsend.com/url/551,https://midwestfoodbank.org/email_tracking/551
26.17,CM100175,Campaign 759,Client_759,Client Name 759,user759@midwest.org,user759@midwestfood.org,Team 759,,2,649,user759@midwist.org,,,6,15,380,,10,7,1194,1090,0,200,0,,,,2020-02-04T11:23:06.000Z,Sample Subject 759,,32,http://createsend.com/texturl/759,http://createsend.com/url/759,https://midwestfoodbank.org/email_tracking/759
47.24,CM100192,Campaign 925,Client_925,Client Name 925,user925@midwest.org,user925@midwestfood.org,Team 925,,3,571,user925@midwist.org,,,4,1,229,,8,9,1361,1471,0,362,4,,,,2020-03-09T11:23:03.000Z,Sample Subject 925,,100,http://createsend.com/texturl/925,http://createsend.com/url/925,https://midwestfoodbank.org/email_tracking/925
48.4,CM100192,Campaign 926,Client_926,Client Name 926,user926@midwest.org,user926@midwestfood.org,Team 926,,1,595,user926@midwist.org,,,2,15,604,,7,1,989,1478,1,604,5,,,,2020-04-18T05:45:16.000Z,Sample Subject 926,,53,http://createsend.com/texturl/926,http://createsend.com/url/926,https://midwestfoodbank.org/email_tracking/926
19.06,CM100112,Campaign 122,Client_122,Client Name 122,user122@midwest.org,user122@midwestfood.org,Team 122,,4,445,user122@midwist.org,,,0,19,251,,19,4,1368,1477,2,747,0,,,,2020-03-18T03:20:12.000Z,Sample Subject 122,,41,http://createsend.com/texturl/122,http://createsend.com/url/122,https://midwestfoodbank.org/email_tracking/122
46.54,CM100118,Campaign 186,Client_186,Client Name 186,user186@midwest.org,user186@midwestfood.org,Team 186,,5,795,user186@midwist.org,,,0,11,509,,15,9,1151,1307,3,499,1,,,,2020-03-08T18:31:57.000Z,Sample Subject 186,,87,http://createsend.com/texturl/186,http://createsend.com/url/186,https://midwestfoodbank.org/email_tracking/186
33.25,CM100120,Campaign 202,Client_202,Client Name 202,user202@midwest.org,user202@midwestfood.org,Team 202,,2,311,user202@midwist.org,,,0,4,521,,9,3,750,1194,3,928,5,,,,2020-01-16T17:52:38.000Z,Sample Subject 202,,14,http://createsend.com/texturl/202,http://createsend.com/url/202,https://midwestfoodbank.org/email_tracking/202
34.28,CM100188,Campaign 880,Client_880,Client Name 880,user880@midwest.org,user880@midwestfood.org,Team 880,,3,746,user880@midwist.org,,,4,5,509,,8,4,1248,1348,5,249,7,,,,2020-04-13T04:03:55.000Z,Sample Subject 880,,46,http://createsend.com/texturl/880,http://createsend.com/url/880,https://midwestfoodbank.org/email_tracking/880
21.27,CM100199,Campaign 992,Client_992,Client Name 992,user992@midwest.org,user992@midwestfood.org,Team 992,,3,109,user992@midwist.org,,,10,15,648,,7,8,1382,1019,4,431,3,,,,2020-02-10T17:36:44.000Z,Sample Subject 992,,85,http://createsend.com/texturl/992,http://createsend.com/url/992,https://midwestfoodbank.org/email_tracking/992
33.72,CM100148,Campaign 487,Client_487,Client Name 487,user487@midwest.org,user487@midwestfood.org,Team 487,,1,506,user487@midwist.org,,,10,12,238,,16,3,1239,1468,1,561,2,,,,2020-01-17T18:28:38.000Z,Sample Subject 487,,37,http://createsend.com/texturl/487,http://createsend.com/url/487,https://midwestfoodbank.org/email_tracking/487
16.02,CM100121,Campaign 21,Client_21,Client Name 21,user21@midwest.org,user21@midwestfood.org,Team 21,,1,93,user21@midwist.org,,,5,13,578,,11,2,1061,1053,0,349,7,,,,2020-04-19T12:22:48.000Z,Sample Subject 21,,28,http://createsend.com/texturl/21,http://createsend.com/url/21,https://midwestfoodbank.org/email_tracking/21
18.62,CM100137,Campaign 37,Client_37,Client Name 37,user37@midwest.org,user37@midwestfood.org,Team 37,,5,566,user37@midwist.org,,,5,6,225,,1,8,965,1259,2,724,5,,,,2020-04-20T02:59:33.000Z,Sample Subject 37,,28,http://createsend.com/texturl/37,http://createsend.com/url/37,https://midwestfoodbank.org/email_tracking/37
32.34,CM100153,Campaign 53,Client_53,Client Name 53,user53@midwest.org,user53@midwestfood.org,Team 53,,5,311,user53@midwist.org,,,4,7,232,,12,4,811,1420,3,473,2,,,,2020-02-18T14:16:58.000Z,Sample Subject 53,,23,http://createsend.com/texturl/53,http://createsend.com/url/53,https://midwestfoodbank.org/email_tracking/53
24.01,CM100169,Campaign 69,Client_69,Client Name 69,user69@midwest.org,user69@midwestfood.org,Team 69,,4,376,user69@midwist.org,,,10,11,330,,18,10,1385,1012,4,509,7,,,,2020-03-10T02:54:27.000Z,Sample Subject 69,,20,http://createsend.com/texturl/69,http://createsend.com/url/69,https://midwestfoodbank.org/email_tracking/69
28.54,CM100185,Campaign 85,Client_85,Client Name 85,user85@midwest.org,user85@midwestfood.org,Team 85,,3,686,user85@midwist.org,,,3,15,570,,17,6,1294,1247,0,998,5,,,,2020-03-14T23:05:20.000Z,Sample Subject 85,,31,http://createsend.com/texturl/85,http://createsend.com/url/85,https://midwestfoodbank.org/email_tracking/85
28.49,CM100110,Campaign 101,Client_101,Client Name 101,user101@midwest.org,user101@midwestfood.org,Team 101,,5,337,user101@midwist.org,,,8,18,182,,17,4,838,1270,4,738,5,,,,2020-01-17T09:21:56.000Z,Sample Subject 101,,71,http://createsend.com/texturl/101,http://createsend.com/url/101,https://midwestfoodbank.org/email_tracking/101
39.95,CM100111,Campaign 117,Client_117,Client Name 117,user117@midwest.org,user117@midwestfood.org,Team 117,,1,665,user117@midwist.org,,,3,17,583,,20,7,667,1135,2,706,5,,,,2020-04-02T08:16:24.000Z,Sample Subject 117,,1,http://createsend.com/texturl/117,http://createsend.com/url/117,https://midwestfoodbank.org/email_tracking/117
26.61,CM100113,Campaign 133,Client_133,Client Name 133,user133@midwest.org,user133@midwestfood.org,Team 133,,3,530,user133@midwist.org,,,1,6,193,,8,9,853,1474,2,637,5,,,,2020-01-07T09:10:11.000Z,Sample Subject 133,,30,http://createsend.com/texturl/133,http://createsend.com/url/133,https://midwestfoodbank.org/email_tracking/133
28.33,CM100114,Campaign 149,Client_149,Client Name 149,user149@midwest.org,user149@midwestfood.org,Team 149,,3,725,user149@midwist.org,,,10,9,198,,14,1,1209,1290,1,584,6,,,,2020-03-10T07:59:54.000Z,Sample Subject 149,,33,http://createsend.com/texturl/149,http://createsend.com/url/149,https://midwestfoodbank.org/email_tracking/149
23.27,CM100116,Campaign 165,Client_165,Client Name 165,user165@midwest.org,user165@midwestfood.org,Team 165,,4,690,user165@midwist.org,,,9,11,513,,14,5,922,1032,4,432,0,,,,2020-02-10T07:12:40.000Z,Sample Subject 165,,82,http://createsend.com/texturl/165,http://createsend.com/url/165,https://midwestfoodbank.org/email_tracking/165
38.27,CM100118,Campaign 181,Client_181,Client Name 181,user181@midwest.org,user181@midwestfood.org,Team 181,,2,193,user181@midwist.org,,,10,6,157,,2,10,1389,1036,3,588,4,,,,2020-01-01T00:05:02.000Z,Sample Subject 181,,73,http://createsend.com/texturl/181,http://createsend.com/url/181,https://midwestfoodbank.org/email_tracking/181
22.63,CM100119,Campaign 197,Client_197,Client Name 197,user197@midwest.org,user197@midwestfood.org,Team 197,,2,428,user197@midwist.org,,,6,2,569,,19,3,1035,1257,0,339,3,,,,2020-01-17T07:16:40.000Z,Sample Subject 197,,52,http://createsend.com/texturl/197,http://createsend.com/url/197,https://midwestfoodbank.org/email_tracking/197
37.2,CM100121,Campaign 213,Client_213,Client Name 213,user213@midwest.org,user213@midwestfood.org,Team 213,,3,186,user213@midwist.org,,,8,1,681,,19,6,1424,1364,2,346,5,,,,2020-01-17T12:41:22.000Z,Sample Subject 213,,41,http://createsend.com/texturl/213,http://createsend.com/url/213,https://midwestfoodbank.org/email_tracking/213
33.2,CM100122,Campaign 229,Client_229,Client Name 229,user229@midwest.org,user229@midwestfood.org,Team 229,,2,65,user229@midwist.org,,,7,5,524,,1,3,678,1230,3,752,6,,,,2020-03-29T06:57:40.000Z,Sample Subject 229,,91,http://createsend.com/texturl/229,http://createsend.com/url/229,https://midwestfoodbank.org/email_tracking/229
13.07,CM100124,Campaign 245,Client_245,Client Name 245,user245@midwest.org,user245@midwestfood.org,Team 245,,3,271,user245@midwist.org,,,3,10,424,,6,6,1262,1151,0,842,1,,,,2020-04-17T07:13:02.000Z,Sample Subject 245,,77,http://createsend.com/texturl/245,http://createsend.com/url/245,https://midwestfoodbank.org/email_tracking/245
31.95,CM100126,Campaign 261,Client_261,Client Name 261,user261@midwest.org,user261@midwestfood.org,Team 261,,4,747,user261@midwist.org,,,4,11,437,,3,4,1422,1467,5,212,4,,,,2020-01-19T12:46:25.000Z,Sample Subject 261,,13,http://createsend.com/texturl/261,http://createsend.com/url/261,https://midwestfoodbank.org/email_tracking/261
20.33,CM100127,Campaign 277,Client_277,Client Name 277,user277@midwest.org,user277@midwestfood.org,Team 277,,3,379,user277@midwist.org,,,4,20,379,,2,6,1376,1212,2,820,8,,,,2020-01-08T05:12:28.000Z,Sample Subject 277,,91,http://createsend.com/texturl/277,http://createsend.com/url/277,https://midwestfoodbank.org/email_tracking/277
18.6,CM100129,Campaign 293,Client_293,Client Name 293,user293@midwest.org,user293@midwestfood.org,Team 293,,2,139,user293@midwist.org,,,3,11,564,,4,2,1032,1221,1,509,7,,,,2020-04-11T07:06:38.000Z,Sample Subject 293,,78,http://createsend.com/texturl/293,http://createsend.com/url/293,https://midwestfoodbank.org/email_tracking/293
38.77,CM100121,Campaign 218,Client_218,Client Name 218,user218@midwest.org,user218@midwestfood.org,Team 218,,3,363,user218@midwist.org,,,2,5,132,,10,9,1277,1281,3,923,4,,,,2020-02-14T22:12:18.000Z,Sample Subject 218,,99,http://createsend.com/texturl/218,http://createsend.com/url/218,https://midwestfoodbank.org/email_tracking/218
38.16,CM100123,Campaign 234,Client_234,Client Name 234,user234@midwest.org,user234@midwestfood.org,Team 234,,3,265,user234@midwist.org,,,0,20,514,,9,5,1228,1339,3,448,7,,,,2020-02-25T22:56:40.000Z,Sample Subject 234,,93,http://createsend.com/texturl/234,http://createsend.com/url/234,https://midwestfoodbank.org/email_tracking/234
33.32,CM100125,Campaign 250,Client_250,Client Name 250,user250@midwest.org,user250@midwestfood.org,Team 250,,4,763,user250@midwist.org,,,10,1,247,,9,5,786,1041,4,721,8,,,,2020-04-15T06:54:36.000Z,Sample Subject 250,,5,http://createsend.com/texturl/250,http://createsend.com/url/250,https://midwestfoodbank.org/email_tracking/250
34.66,CM100126,Campaign 266,Client_266,Client Name 266,user266@midwest.org,user266@midwestfood.org,Team 266,,3,354,user266@midwist.org,,,9,8,307,,17,2,1218,1033,1,218,7,,,,2020-03-24T14:20:05.000Z,Sample Subject 266,,97,http://createsend.com/texturl/266,http://createsend.com/url/266,https://midwestfoodbank.org/email_tracking/266
21.59,CM100128,Campaign 282,Client_282,Client Name 282,user282@midwest.org,user282@midwestfood.org,Team 282,,2,314,user282@midwist.org,,,5,6,582,,6,3,1247,1072,0,750,7,,,,2020-01-15T23:05:13.000Z,Sample Subject 282,,15,http://createsend.com/texturl/282,http://createsend.com/url/282,https://midwestfoodbank.org/email_tracking/282
14.93,CM100129,Campaign 298,Client_298,Client Name 298,user298@midwest.org,user298@midwestfood.org,Team 298,,4,264,user298@midwist.org,,,4,12,553,,6,2,1293,1222,2,965,0,,,,2020-01-19T19:50:36.000Z,Sample Subject 298,,53,http://createsend.com/texturl/298,http://createsend.com/url/298,https://midwestfoodbank.org/email_tracking/298
12.22,CM100131,Campaign 314,Client_314,Client Name 314,user314@midwest.org,user314@midwestfood.org,Team 314,,5,748,user314@midwist.org,,,0,8,488,,12,9,1295,1440,1,383,9,,,,2020-01-06T15:18:12.000Z,Sample Subject 314,,21,http://createsend.com/texturl/314,http://createsend.com/url/314,https://midwestfoodbank.org/email_tracking/314
20.6,CM100133,Campaign 330,Client_330,Client Name 330,user330@midwest.org,user330@midwestfood.org,Team 330,,1,640,user330@midwist.org,,,1,4,201,,5,3,1166,1335,5,810,3,,,,2020-04-06T18:10:25.000Z,Sample Subject 330,,65,http://createsend.com/texturl/330,http://createsend.com/url/330,https://midwestfoodbank.org/email_tracking/330
47.56,CM100134,Campaign 346,Client_346,Client Name 346,user346@midwest.org,user346@midwestfood.org,Team 346,,5,714,user346@midwist.org,,,5,10,132,,6,1,1136,1252,2,639,7,,,,2020-02-16T01:58:02.000Z,Sample Subject 346,,47,http://createsend.com/texturl/346,http://createsend.com/url/346,https://midwestfoodbank.org/email_tracking/346
26.13,CM100136,Campaign 362,Client_362,Client Name 362,user362@midwest.org,user362@midwestfood.org,Team 362,,1,504,user362@midwist.org,,,7,11,132,,17,1,1143,1377,1,898,4,,,,2020-02-01T18:50:05.000Z,Sample Subject 362,,70,http://createsend.com/texturl/362,http://createsend.com/url/362,https://midwestfoodbank.org/email_tracking/362
45.66,CM100137,Campaign 378,Client_378,Client Name 378,user378@midwest.org,user378@midwestfood.org,Team 378,,2,254,user378@midwist.org,,,2,20,204,,11,2,1097,1448,3,423,3,,,,2020-03-26T15:56:04.000Z,Sample Subject 378,,80,http://createsend.com/texturl/378,http://createsend.com/url/378,https://midwestfoodbank.org/email_tracking/378
