ID,ACCOUNT_NAME,ACTIVE_VOLUNTEER,ALTERNATE_EMAIL,BIRTHDATE,CONTACT_RECORD_TYPE,CORE_VOLUNTEER,CORE_VOLUNTEER_2,DATA_QUALITY_DESCRIPTION,DATA_QUALITY_SCORE,DECEASED,DIVISION,DO_NOT_CALL,DO_NOT_CONTACT,DO_NOT_SEND_MAIL,EMAIL,EMAIL_OPT_OUT,EXCL_HH_FORMAL_GREETING,EXCL_HH_INFORMAL_GREETING,EXCL_FROM_HH_NAME,FIRST_GIFT_DATE,FIRST_SOFT_CREDIT_AMOUNT,FIRST_SOFT_CREDIT_DATE,FIRST_VOLUNTEER_DATE,goldenapp__Gender__c,GOLDEN_VOLUNTEER_HOURS_YTD,GROUP_NAME,HOME_ADDRESS,HOME_PHONE,HOUSEHOLD_MAILING_ADDRESS,HOUSEHOLD_PHONE,INITIAL_DATE_WORKED,LARGEST_GIFT,LARGEST_SOFT_CREDIT_AMOUNT,LARGEST_SOFT_CREDIT_DATE,LAST_GIFT_AMOUNT,npo02__LastCloseDate__c,LAST_HOUSEHOLD_GIFT_DATE,LAST_SOFT_CREDIT_AMOUNT,LAST_SOFT_CREDIT_DATE,LAST_VOLUNTEER_DATE,MOBILE_PHONE_TEXT,NAME,SALUTATION,FIRST_NAME,LAST_NAME,MIDDLE_NAME,SUFFIX,NO_EMAIL_REASON,NO_MAIL_REASON,NUMBER_OF_GIFTS_LAST_N_DAYS,NUMBER_OF_GIFTS_LAST_YEAR,NUMBER_OF_GIFTS_THIS_YEAR,NUMBER_OF_GIFTS_TWO_YEARS_AGO,NUMBER_OF_SOFT_CREDITS,NUMBER_OF_SOFT_CREDITS_LAST_N_DAYS,NUMBER_OF_SOFT_CREDITS_LAST_YEAR,NUMBER_OF_SOFT_CREDITS_THIS_YEAR,NUMBER_OF_SOFT_CREDITS_TWO_YEARS_AGO,ORGANIZATION_TYPE,PERSONAL_EMAIL,PHONE,PREFERRED_EMAIL,PREFERRED_PHONE,PRIMARY_ADDRESS_TYPE,PRIMARY_CONTACT,PRIMARY_PHONE,SEND_ME_MORE_ABOUT_MIDWEST_FOOD_BANK,SMALLEST_GIFT,SOFT_CREDIT_LAST_N_DAYS,SOFT_CREDIT_LAST_YEAR,SOFT_CREDIT_THIS_YEAR,SOFT_CREDIT_TOTAL,SOFT_CREDIT_TWO_YEARS_AGO,SUBSCRIPTION_ARIZONA,SUBSCRIPTION_BLOOMINGTON,SUBSCRIPTION_CENTRAL,SUBSCRIPTION_EAST_AFRICA,SUBSCRIPTION_ENEWS,SUBSCRIPTION_FLORIDA,SUBSCRIPTION_GEORGIA,SUBSCRIPTION_HAITI,SUBSCRIPTION_INDIANA,SUBSCRIPTION_MORTON,SUBSCRIPTION_NEW_ENGLAND,SUBSCRIPTION_PENNSYLVANIA,SUBSCRIPTION_PEORIA,SUBSCRIPTION_PRINT_NEWSLETTER,SUBSCRIPTION_TEXAS,npo02__TotalOppAmount__c,TOTAL_GIFTS_LAST_N_DAYS,TOTAL_GIFTS_LAST_YEAR,TOTAL_GIFTS_THIS_YEAR,TOTAL_GIFTS_TWO_YEARS_AGO,TOTAL_HOUSEHOLD_GIFTS,TOTAL_HOUSEHOLD_GIFTS_LAST_YEAR,TOTAL_HOUSEHOLD_GIFTS_THIS_YEAR,TOTAL_NUMBER_OF_GIFTS,UNIQUE_PERSON_ID,VOLUNTEER_HOURS,VOLUNTEER_HOURS_2,VOLUNTEER_HOURS_COMBINED,VOLUNTEER_HOURS_VALUE,VOLUNTEER_HOURS_YTD,VOLUNTEER_HOURS_YTD_2,VOLUNTEER_HOURS_YTD_COMBINED,VOLUNTEERID,WORK_ADDRESS,WORK_EMAIL,WORK_PHONE,WORK_PHONE_TEXT,ZIP_CODE
A0688,Account688,True,alt_user688@example.com,11/3/1965,Golden,True,ILM,"Missing: Phone, Email, Job Title, Salutation",33.3,True,COR,True,True,False,user688@example.com,False,False,True,False,5/8/2017,1768.16,10/17/2014,4/7/2021,Male,,Group_688,"2889 Hill St, , FL 36027, USA",987-812-9224,"2889 Hill St, , FL 36027, USA",987-812-9224,9/9/2020,1943.13,41.63,9/3/2017,932.09,1/26/2021,9/19/2022,1432.38,1/13/2021,2/2/2019,734-304-5192,Name_688,,FirstName_688,LastName_688,,,No Email Requested,,10,10,4,3,6,2,3,6,10,Household Account,Individual,863-103-9672,Personal,Home,Work,False,582-237-7070,False,29,,,,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1255.62,733.76,901.16,2667.41,1951.0,369.46,1040.46,235.6,87.07,user324577@yahoo.com%87557%9560%,26.91,71.65,197.15,250.14,25.65,38.25,8.99,LTQZMJQ0NJ,"2971 Hill St, Austin, CO 34195, USA",qbvhakeule@example.com,711-160-4308,801-164-7022,90920
A0704,Account704,True,alt_user704@example.com,1/17/1969,Golden,True,,"Missing: Phone, Email, Job Title, Salutation",56.5,True,ILB,True,True,True,user704@example.com,True,True,True,True,1/17/2022,986.86,5/15/2021,2/19/2024,Male,20.74,Group_704,"1744 Cedar St, Austin, AZ 80872, USA",255-742-3661,"1744 Cedar St, Austin, AZ 80872, USA",255-742-3661,4/8/2015,1874.67,774.45,11/5/2018,1560.1,11/11/2019,5/21/2021,1570.36,7/26/2019,,719-570-7769,Name_704,,FirstName_704,LastName_704,,,,,0,9,3,4,0,6,7,1,2,Household Account,Individual,125-728-1313,Personal,Work,,False,180-601-4301,False,41,,,,,,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,2116.54,949.65,1095.77,73.67,82.31,606.01,459.05,121.16,63.04,user859875@yahoo.com%68005%9614%,49.06,35.77,116.79,312.62,88.81,96.27,159.07,NDU0MDIWND,"8509 Maple St, , TX 89613, USA",hl3qwqbmjw@example.com,183-933-5653,703-695-8966,45343
A0720,Account720,True,alt_user720@example.com,1/12/2000,Golden,True,,,48.3,False,,True,True,True,user720@example.com,False,True,True,True,6/10/2021,624.06,6/8/2012,8/20/2025,Female,,Group_720,"5114 Lake St, Denver, AZ 95592, USA",559-878-4653,"5114 Lake St, Denver, AZ 95592, USA",559-878-4653,2/15/2012,198.1,902.77,8/10/2022,0.0,9/18/2022,7/29/2021,0.0,9/2/2023,,491-103-9723,Name_720,,FirstName_720,LastName_720,,,,,0,1,4,2,5,6,1,6,4,Household Account,Individual,569-299-9929,Personal,Home,Home,True,627-858-4828,False,51,,,,,,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,341.74,612.68,729.46,238.09,831.21,1321.79,1355.18,1808.74,77.69,user720046@yahoo.com%18184%1144%,85.84,43.0,356.59,675.86,53.1,118.29,6.93,LTCXODIYOD,"7059 Oak St, Seattle, AZ 42260, USA",ibwt3gmbmo@example.com,813-824-7088,968-212-4722,92619
A0736,Account736,True,alt_user736@example.com,7/14/2009,Golden,True,,,49.4,True,INI,False,True,True,user736@example.com,True,False,False,True,7/25/2020,938.95,9/24/2013,3/3/2025,Unspecified,47.94,Group_736,"3863 Oak St, Denver, WA 53722, USA",599-239-4349,"3863 Oak St, Denver, WA 53722, USA",599-239-4349,3/9/2021,325.14,387.73,4/1/2019,0.0,8/5/2023,7/7/2018,0.0,9/1/2020,2/19/2022,913-287-2895,Name_736,,FirstName_736,LastName_736,,,No Email Requested,Address Unknown,10,8,8,3,10,3,8,4,2,Household Account,Individual,973-528-6168,Personal,Home,Work,True,326-212-5451,False,40,,,,,,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,1226.17,428.89,1077.66,1422.32,2116.23,1724.76,57.57,146.14,77.37,user498164@yahoo.com%71891%7358%,175.53,10.26,226.07,891.88,18.95,94.25,33.42,NTEXNJY2MZ,"4629 View St, Seattle, CO 28095, USA",zoj3wzyhl7@example.com,232-558-3346,265-435-6887,94427
A0752,Account752,True,alt_user752@example.com,8/11/1975,Golden,False,ILM,"Missing: Job Title, Salutation",25.2,False,FLF,True,True,True,user752@example.com,True,True,True,True,6/21/2014,480.27,10/10/2019,4/15/2020,Male,34.64,,"5637 Pine St, Seattle, FL 14470, USA",418-959-9502,"5637 Pine St, Seattle, FL 14470, USA",418-959-9502,8/9/2020,5.7,1627.67,11/23/2020,550.9,8/28/2022,10/2/2018,0.0,,2/16/2024,427-175-6621,Name_752,,FirstName_752,LastName_752,,,,,8,3,10,6,6,5,8,10,9,Household Account,Individual,655-431-6512,Personal,Home,,True,506-275-8375,False,11,,,,,,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,4814.09,175.75,984.81,193.71,2284.9,3242.24,1447.41,1751.56,66.46,user824376@yahoo.com%65019%5820%,15.97,104.64,285.16,196.17,8.28,111.48,210.12,ODIYMZQZMT,"6136 Pine St, Chicago, AZ 41216, USA",3urifhme2m@example.com,950-406-6000,393-542-6215,49602
A0784,Account784,True,alt_user784@example.com,6/19/1980,Golden,False,ILM,All Contact Details Captured,35.9,True,PAH,True,True,False,user784@example.com,True,False,True,True,2/19/2018,1283.42,1/19/2023,10/4/2020,Male,47.25,Group_784,"404 Main St, Seattle, IL 67838, USA",575-965-5270,"404 Main St, Seattle, IL 67838, USA",575-965-5270,8/16/2017,1314.59,1375.98,12/28/2020,195.32,2/20/2024,5/1/2024,160.48,4/18/2024,2/13/2023,451-797-2625,Name_784,,FirstName_784,LastName_784,,,,Address Unknown,7,3,10,1,9,7,7,6,10,Household Account,Individual,542-505-3737,Personal,Work,,True,726-619-5464,False,43,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1002.79,127.86,1831.03,911.14,49.16,1970.56,80.56,1333.64,75.14,user212956@yahoo.com%29091%9340%,188.97,9.56,137.88,92.5,16.42,42.72,1.11,LTMYODGWND,"5047 Cedar St, Chicago, TX 20993, USA",ochqno0rta@example.com,450-255-3674,489-693-4803,14578
A0800,Account800,False,alt_user800@example.com,9/24/1988,Golden,True,,All Contact Details Captured,5.1,True,PAH,True,False,False,user800@example.com,False,False,False,True,4/24/2023,692.77,5/1/2014,2/1/2022,Male,36.33,Group_800,"758 Elm St, Denver, CO 88053, USA",122-327-6802,"758 Elm St, Denver, CO 88053, USA",122-327-6802,9/23/2018,1624.85,0.0,3/22/2020,425.55,3/31/2020,1/4/2022,1461.16,4/20/2022,,132-189-4558,Name_800,,FirstName_800,LastName_800,,,,Family Receives Mailing,7,8,4,0,7,8,7,1,3,Household Account,Individual,581-511-3649,Personal,Personal,Work,True,276-118-9584,False,23,,,,,,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,4111.33,79.9,1962.71,2179.31,2952.65,2656.45,1357.14,1080.36,32.94,user573971@yahoo.com%66976%7093%,33.86,157.32,78.72,769.96,13.13,114.88,104.12,NTI4MZG2NZ,"1659 Cedar St, Denver, CO 40295, USA",63hjxoa9rb@example.com,622-488-1681,398-740-1843,74913
A0006,Account6,True,alt_user6@example.com,5/16/1982,,True,,"Missing: Job Title, Salutation",2.2,False,INI,True,True,False,user6@example.com,False,True,True,True,7/24/2011,36.75,8/6/2015,1/25/2021,Male,40.73,Group_6,"9535 Pine St, Denver, TX 73843, USA",996-473-4085,"9535 Pine St, Denver, TX 73843, USA",996-473-4085,12/14/2015,0.0,593.27,5/2/2018,1613.62,1/18/2023,11/19/2022,1432.77,9/29/2022,3/3/2021,698-566-2787,Name_6,,FirstName_6,LastName_6,,,,,2,8,1,5,1,0,5,0,3,Household Account,Individual,389-729-1020,Personal,Home,,True,185-584-1082,False,15,,,,,,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,216.63,525.83,1404.51,42.16,2149.13,3948.3,791.18,508.16,87.84,user125216@yahoo.com%51656%5696%,141.62,90.54,216.25,600.59,131.25,27.97,119.85,NZK5NZAYNZ,"7306 View St, Chicago, WA 53309, USA",vflnj5cl5p@example.com,393-959-8363,193-339-8523,29530
A0022,Account22,False,alt_user22@example.com,2/3/1967,Golden,False,COR,"Missing: Job Title, Salutation",22.6,True,PAH,True,True,False,user22@example.com,True,True,True,True,1/3/2011,1562.85,6/2/2023,9/28/2020,Male,4.12,Group_22,"7851 Main St, Phoenix, AZ 17179, USA",169-712-3733,"7851 Main St, Phoenix, AZ 17179, USA",169-712-3733,3/1/2018,1794.77,0.0,8/7/2019,983.81,7/9/2021,9/9/2018,0.0,11/29/2021,8/16/2021,431-615-1588,Name_22,,FirstName_22,LastName_22,,,,,8,1,10,10,9,2,8,3,5,Household Account,Individual,200-775-1268,Personal,Work,Home,True,758-108-5673,False,3,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4767.76,415.54,1792.7,50.9,2234.96,2113.46,1281.9,489.22,60.87,user163517@yahoo.com%66746%8552%,14.95,109.06,115.0,159.5,38.04,123.36,90.75,LTI3MDYZMT,"5706 Hill St, Chicago, FL 32767, USA",jncawx4hde@example.com,437-473-9324,755-566-2840,40145
A0038,Account38,True,alt_user38@example.com,5/5/1986,Golden,True,,,15.8,False,TXD,False,True,True,user38@example.com,True,True,False,False,7/21/2015,49.2,8/11/2016,3/24/2020,Female,,Group_38,"3261 View St, Boston, WA 40574, USA",221-317-3434,"3261 View St, Boston, WA 40574, USA",221-317-3434,1/22/2021,253.16,535.6,6/2/2018,122.81,1/15/2023,10/12/2018,1765.42,11/13/2021,,385-548-9877,Name_38,,FirstName_38,LastName_38,,,,,7,1,10,4,6,5,4,0,5,Household Account,Individual,501-458-5669,Personal,Work,,True,455-111-7675,False,11,,,,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3605.75,179.67,1760.29,58.08,771.65,370.75,1264.4,1555.14,52.15,user287191@yahoo.com%15513%4187%,68.1,80.09,97.76,367.14,24.73,93.43,4.46,LTIYNJK5NZ,"9476 View St, Seattle, MA 34159, USA",84w1nsbwsc@example.com,250-373-5175,725-978-5667,79050
A0313,Account313,False,alt_user313@example.com,12/12/1974,Golden,True,ILB,All Contact Details Captured,22.3,True,PAH,False,True,True,user313@example.com,False,True,False,False,5/2/2018,507.56,6/23/2013,9/26/2025,Unspecified,26.44,Group_313,"4603 Pine St, Austin, IL 12009, USA",804-804-6505,"4603 Pine St, Austin, IL 12009, USA",804-804-6505,8/15/2015,724.21,304.26,6/7/2017,1.98,8/14/2023,12/18/2021,766.97,3/18/2021,4/17/2024,146-416-8962,Name_313,,FirstName_313,LastName_313,,,,,3,4,2,3,3,3,6,1,3,Household Account,Individual,301-459-6505,Personal,Work,Home,True,715-905-5095,False,37,,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1922.5,821.0,436.76,1656.01,1589.53,3288.64,968.32,679.17,52.99,user825652@yahoo.com%94676%9056%,161.68,28.81,278.35,669.33,123.82,79.49,119.14,LTU1NDQWNJ,"9770 Lake St, Denver, WA 54076, USA",qirsepqzcd@example.com,107-214-4503,217-277-7598,13401
A0329,Account329,True,alt_user329@example.com,5/15/1953,Golden,True,ILM,"Missing: Phone, Job Title, Salutation",12.1,True,FLF,True,False,False,user329@example.com,True,True,True,False,3/25/2011,1898.34,9/27/2018,1/22/2022,Male,6.45,Group_329,"5220 View St, Boston, WA 89883, USA",925-673-6355,"5220 View St, Boston, WA 89883, USA",925-673-6355,5/5/2019,361.17,1710.53,1/14/2021,474.13,10/10/2021,1/5/2022,0.0,11/25/2023,5/24/2022,617-468-4326,Name_329,,FirstName_329,LastName_329,,,,,9,0,8,2,4,10,5,2,6,Household Account,Individual,365-969-3227,Personal,Work,,True,963-962-9726,False,46,,,,,,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,1776.7,724.14,412.54,905.67,1977.47,2508.47,386.35,384.16,92.26,user163715@yahoo.com%55613%6120%,108.24,158.8,290.58,705.56,40.66,87.41,22.15,MZA2MZE4OT,"3054 Maple St, Orlando, WA 47090, USA",u7hhlufecu@example.com,436-687-6205,266-393-5640,52993
A0345,Account345,True,alt_user345@example.com,10/15/1963,Golden,True,,"Missing: Phone, Email, Job Title, Salutation",3.5,True,ILM,False,True,True,user345@example.com,True,True,False,True,8/2/2023,1630.63,4/3/2018,11/11/2021,Unspecified,22.13,Group_345,"4153 View St, Seattle, FL 69932, USA",718-505-9784,"4153 View St, Seattle, FL 69932, USA",718-505-9784,10/24/2012,809.04,647.44,8/17/2019,1803.56,4/16/2022,11/29/2020,116.94,2/8/2024,4/5/2020,665-875-4640,Name_345,,FirstName_345,LastName_345,,,No Email Requested,Family Receives Mailing,10,4,10,8,4,8,7,0,1,Household Account,Individual,217-721-9676,Personal,Work,Work,True,309-217-4408,False,51,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2312.52,881.22,1926.31,359.74,2025.34,590.43,438.33,1865.95,38.12,user236119@yahoo.com%91993%8754%,26.54,27.28,75.72,364.13,93.78,61.53,253.32,LTUYOTI2OD,"5129 Pine St, Austin, FL 67935, USA",h18ecqtjjy@example.com,296-161-1209,398-878-4012,41500
A0361,Account361,True,alt_user361@example.com,10/3/1976,Golden,True,COR,"Missing: Job Title, Salutation",13.4,True,COR,True,True,True,user361@example.com,False,True,True,True,9/13/2022,711.21,8/12/2024,1/8/2024,Female,47.53,Group_361,"4114 Main St, Phoenix, FL 53613, USA",581-396-2303,"4114 Main St, Phoenix, FL 53613, USA",581-396-2303,12/4/2017,1023.55,698.91,2/16/2021,1440.18,12/19/2021,5/19/2022,1984.27,5/31/2020,3/30/2019,976-928-7170,Name_361,,FirstName_361,LastName_361,,,,,3,9,8,0,2,1,6,1,3,Household Account,Individual,543-807-4506,Personal,Personal,,True,661-966-2566,False,45,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,3265.07,62.18,1152.07,1082.9,1979.21,3436.74,499.3,1207.1,51.21,user750838@yahoo.com%97369%6188%,187.39,134.96,72.48,697.16,62.67,140.93,133.97,NZK3MZA5OT,"2877 View St, Chicago, WA 84808, USA",86oczqpyyl@example.com,103-901-4224,104-443-6906,53294
A0377,Account377,True,alt_user377@example.com,11/24/1988,,True,FLF,,59.4,True,,True,False,True,user377@example.com,True,False,True,False,11/20/2024,991.87,1/11/2018,8/17/2023,Male,15.77,Group_377,"2648 Hill St, Denver, CO 16423, USA",121-587-1661,"2648 Hill St, Denver, CO 16423, USA",121-587-1661,7/4/2018,1883.16,259.74,9/24/2018,1514.3,7/9/2020,8/25/2020,1580.77,9/12/2017,11/22/2018,249-381-1372,Name_377,,FirstName_377,LastName_377,,,,,7,4,5,3,2,1,1,8,3,Household Account,Individual,727-992-8133,Personal,Home,Work,True,262-441-8199,False,9,,,,,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,4969.07,955.74,1688.64,698.45,302.75,1006.32,586.79,205.88,52.97,user586103@yahoo.com%64999%9372%,37.6,149.66,160.97,834.3,141.82,107.14,191.17,NTE4MZUYND,"180 Pine St, Denver, AZ 53814, USA",yhd87oqz2c@example.com,852-675-1977,841-169-7253,50357
A0409,Account409,False,alt_user409@example.com,1/21/2008,Golden,True,,"Missing: Job Title, Salutation",37.1,True,INI,False,True,True,user409@example.com,True,True,True,True,12/5/2017,1174.04,1/8/2013,3/15/2023,Unspecified,23.95,Group_409,"9952 Cedar St, Chicago, MA 33187, USA",175-354-9086,"9952 Cedar St, Chicago, MA 33187, USA",175-354-9086,8/4/2015,1729.29,0.0,7/30/2020,0.0,2/21/2024,5/22/2021,1192.71,,,561-370-2365,Name_409,,FirstName_409,LastName_409,,,No Email Requested,,7,2,6,8,10,4,0,7,3,Household Account,Individual,274-666-7343,Personal,Work,Work,True,107-647-9716,False,9,,,,,,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,1733.38,180.75,250.5,2077.18,2034.93,3708.76,784.75,731.96,79.74,user806887@yahoo.com%31132%4800%,79.92,8.31,183.97,121.65,87.94,63.94,67.77,NTQZMZQYNT,"8194 Lake St, Austin, MA 48383, USA",tn75h3irfp@example.com,229-708-6703,616-566-9255,48490
A0457,Account457,True,alt_user457@example.com,11/7/1976,Golden,False,FLF,All Contact Details Captured,50.7,True,PAH,False,True,False,user457@example.com,True,False,False,True,9/17/2017,836.57,6/8/2014,9/1/2025,Unspecified,16.75,Group_457,"3619 View St, , FL 42609, USA",285-325-6328,"3619 View St, , FL 42609, USA",285-325-6328,10/20/2014,270.09,0.0,6/19/2020,321.32,5/17/2023,10/3/2019,689.94,11/15/2021,,586-378-6691,Name_457,,FirstName_457,LastName_457,,,,Address Unknown,4,4,6,9,1,3,9,2,6,Household Account,Individual,207-444-1328,Personal,Work,,True,320-576-5769,False,40,,,,,,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,220.3,766.31,78.71,2242.72,645.78,1677.0,1215.88,1484.63,94.93,user539445@yahoo.com%88327%8654%,22.86,10.01,194.22,125.96,24.05,145.15,164.05,LTU0MZY5OD,"7869 Pine St, Chicago, TX 64504, USA",tlpaluxlil@example.com,742-204-3274,727-712-6021,59388
A0473,Account473,True,alt_user473@example.com,6/28/2008,Golden,True,FLF,,37.7,True,NFC,True,True,True,user473@example.com,False,True,True,False,10/5/2017,799.45,11/24/2011,3/1/2025,Female,23.09,Group_473,"309 Lake St, , AZ 83745, USA",346-408-2742,"309 Lake St, , AZ 83745, USA",346-408-2742,4/9/2015,1255.69,1709.71,6/6/2019,1487.23,5/21/2021,1/18/2018,1913.92,,4/28/2022,419-304-5952,Name_473,,FirstName_473,LastName_473,,,,,6,2,1,0,1,0,4,3,1,Household Account,Individual,760-695-6846,Personal,Personal,Work,True,509-990-9727,False,2,,,,,,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,3131.97,30.36,952.02,469.93,575.73,2546.61,907.39,1418.21,46.47,user323076@yahoo.com%61578%2638%,130.15,145.07,179.2,867.07,61.92,28.78,85.66,NZC0NTKYMZ,"7729 Cedar St, , FL 60017, USA",wjmsevz9z5@example.com,914-415-6397,506-891-5033,79068
A0505,Account505,True,alt_user505@example.com,11/21/1993,Golden,False,,,52.6,True,ILP,True,True,True,user505@example.com,False,True,True,True,1/14/2011,1292.49,12/12/2024,7/11/2025,Unspecified,15.3,Group_505,"3132 Cedar St, Chicago, CO 97464, USA",961-568-8396,"3132 Cedar St, Chicago, CO 97464, USA",961-568-8396,3/19/2022,1549.61,464.11,12/16/2020,1041.72,2/7/2024,1/1/2024,338.84,,3/1/2019,783-691-2874,Name_505,,FirstName_505,LastName_505,,,,,5,4,1,9,2,9,7,8,1,Household Account,Individual,415-920-8345,Personal,Home,Work,True,543-374-4321,False,42,,,,,,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,4691.34,276.17,1820.13,2143.13,306.64,83.35,797.29,32.34,2.04,user384075@yahoo.com%84615%3952%,157.26,90.15,243.37,63.59,114.82,132.33,142.87,LTU4NJYWNJ,"879 Maple St, Orlando, IL 97355, USA",iacqyicf8m@example.com,246-688-3163,374-828-7034,11829
A0521,Account521,False,alt_user521@example.com,11/3/1968,Golden,True,ILB,,35.8,True,TXD,True,False,False,user521@example.com,False,True,True,True,3/6/2022,727.2,9/22/2014,3/14/2022,Female,38.73,,"5399 View St, , AZ 80337, USA",778-633-2620,"5399 View St, , AZ 80337, USA",778-633-2620,5/15/2021,1598.07,1131.87,8/15/2021,1178.22,8/22/2021,1/11/2018,660.65,9/16/2023,,972-761-2876,Name_521,,FirstName_521,LastName_521,,,,,2,1,3,5,0,5,5,6,9,Household Account,Individual,175-549-2456,Personal,Home,Work,True,484-210-3319,False,6,,,,,,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,2113.49,543.82,1126.66,663.54,281.25,1575.22,472.15,1781.13,89.72,user002675@yahoo.com%58669%8096%,98.71,60.39,294.4,836.16,79.08,129.25,127.68,NJUXNTM4MD,"1234 View St, Phoenix, MA 78505, USA",jzungbthic@example.com,630-375-5728,159-922-4589,86659
A0537,Account537,False,alt_user537@example.com,11/10/1983,Golden,True,,"Missing: Phone, Email, Job Title, Salutation",15.4,False,TXD,False,False,True,user537@example.com,False,False,True,True,10/22/2024,475.24,9/21/2012,5/16/2021,Female,15.96,Group_537,"1726 Elm St, , MA 98185, USA",658-681-3691,"1726 Elm St, , MA 98185, USA",658-681-3691,2/25/2020,384.06,0.0,7/4/2018,1811.8,2/16/2023,1/26/2022,69.77,,1/4/2019,769-508-2057,Name_537,,FirstName_537,LastName_537,,,,,0,0,9,6,7,9,6,7,9,Household Account,Individual,920-395-9798,Personal,Personal,,True,425-403-1616,False,9,,,,,,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,2961.76,793.36,167.73,142.89,116.71,1417.28,1236.2,405.97,32.26,user192941@yahoo.com%58827%6355%,109.14,178.71,219.57,287.87,112.15,116.88,92.31,ODA3MDQWMD,"5178 Maple St, Phoenix, AZ 66532, USA",dl4ovgcanc@example.com,724-649-5447,303-303-2289,92987
A0569,Account569,False,alt_user569@example.com,7/24/1961,Golden,True,,All Contact Details Captured,22.3,True,INI,True,True,True,user569@example.com,True,True,True,True,6/22/2021,575.74,5/24/2021,1/13/2022,Female,18.72,Group_569,"112 Hill St, Chicago, IL 88929, USA",130-345-6826,"112 Hill St, Chicago, IL 88929, USA",130-345-6826,11/26/2012,1549.73,992.35,8/3/2022,415.18,3/24/2022,11/13/2018,856.38,10/22/2023,10/12/2020,726-328-1210,Name_569,,FirstName_569,LastName_569,,,,,7,5,5,8,5,7,7,7,5,Household Account,Individual,399-904-3854,Personal,Work,Work,True,256-312-2430,False,11,,,,,,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,420.93,158.52,430.67,2679.49,2258.3,2581.48,781.09,512.14,66.33,user726018@yahoo.com%57984%9896%,24.58,57.62,178.97,735.24,44.66,0.82,283.99,NTYZMZI2NT,"6725 Hill St, Orlando, MA 13476, USA",jdo5piyxau@example.com,795-890-3016,366-648-5620,59662
A0585,Account585,False,alt_user585@example.com,1/14/1998,Golden,False,,"Missing: Phone, Job Title, Salutation",59.0,True,,False,True,False,user585@example.com,False,True,True,False,3/22/2020,1970.31,1/5/2023,11/13/2020,Male,2.98,,"7590 Cedar St, Boston, WA 32099, USA",565-147-2653,"7590 Cedar St, Boston, WA 32099, USA",565-147-2653,11/24/2013,1597.11,0.0,10/18/2023,718.22,2/5/2021,5/9/2021,461.4,3/13/2022,3/31/2018,896-183-3944,Name_585,,FirstName_585,LastName_585,,,,Address Unknown,7,9,0,10,10,8,0,1,0,Household Account,Individual,380-421-8391,Personal,Home,,True,779-239-6132,False,27,,,,,,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,3948.49,585.39,1439.4,1475.28,526.2,2384.06,1075.96,35.05,19.15,user860259@yahoo.com%66509%6293%,188.59,23.69,152.38,255.64,72.76,137.68,227.7,LTCZMZG3MD,"5589 Lake St, Orlando, AZ 68047, USA",jguauacdpc@example.com,361-525-9877,894-941-2788,46019
A0601,Account601,True,alt_user601@example.com,12/19/1950,,True,,"Missing: Phone, Email, Job Title, Salutation",27.8,False,NFC,False,True,True,user601@example.com,False,True,False,False,5/8/2015,325.37,5/11/2016,2/9/2023,Unspecified,33.02,Group_601,"3905 Hill St, Chicago, IL 26809, USA",270-512-5587,"3905 Hill St, Chicago, IL 26809, USA",270-512-5587,12/31/2018,1582.76,1383.27,3/22/2020,702.74,7/27/2023,10/16/2020,318.19,1/28/2021,5/8/2019,471-283-4722,Name_601,,FirstName_601,LastName_601,,,,,2,10,0,2,6,8,10,1,7,Household Account,Individual,336-985-6897,Personal,Personal,,False,943-293-4770,False,6,,,,,,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,3537.48,922.3,524.21,281.46,1781.55,1642.2,1425.95,1430.58,97.79,user824236@yahoo.com%87332%6209%,30.95,100.4,399.78,116.34,33.9,68.41,45.74,MJUXMTG1NJ,"2890 View St, Chicago, AZ 36975, USA",0pzh3vwpsz@example.com,669-421-1115,337-151-8822,59371
